customer_message,amazon_reply
@AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?,"@120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR"
"@AmazonHelp Ok, so you are now foubting whether i provided details or not. Thank you for your wonderful service. Such wonderful new lows.","@120613 We'll not be able to access your account over social media, Ananya. Please reply to the email and we'll get back to you. ^HD"
@AmazonHelp Maybe when you guys do the marketing gimmicks you should put these stuff up. So I buy something and it doesn't even reach me. Wow!,"@120613 Apologies for the experience, Ananya. We've sent a correspondence to your registered email. Please reply &amp; we'll assist. ^SV"
"@AmazonHelp I have not recieved a mail. I cannot reply to a mythical mail, right?",@120613 to locate the email then please resubmit the details in the link provided by ^SH and we'll reach out to you. (2/2) ^KA
"@AmazonHelp I have not recieved a mail. I cannot reply to a mythical mail, right?",@120613 Sorry for the inconvenience. You may check the email from our team here: https://t.co/NTkrxpsbHJ if you are unable (1/2) ^KA
@AmazonHelp The problem is with the router that i ordered. Which is dispatched back to your fulfillment centre! Without my permission! Pathetic service!,@120613 Please provide your details here: https://t.co/beaaDm0muc &amp; we'll reach out to you again &amp; assist you with your concern.^SF
"@AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it",@120613 can look into the issue and get back to you. 2/2 ^SH
"@AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it",@120613 We haven't received your details yet. Kindly share your details through the link provided above so that we 1/2 ^SH
@AmazonHelp I have sent it again.,@120613 Thank you for sharing the details. We're working on it &amp; we'll get back to you soon with an update. ^SY
@AmazonHelp How soon?,"@120613 Please allow us 6-12 hours to get back to you with an update. Appreciate your patience, Ananya. ^JC"
"@AmazonHelp And he left it on the doorstep anyway, after creating merry hell",@120614 Please reach out to us directly here: https://t.co/JzP7hlA23B and we can look into this. ^PK
"@AmazonHelp , as @115830 haven’t replied, could you? https://t.co/HZhcbSKhWv","@120614 Hi, apologies. Carriers should not follow handwritten delivery notes. You can set them on your acc: https://t.co/aLmiGBTlSk. ^JJ"
@AmazonHelp  emailing to enquiremorrissey tickets as they go on sale today from 10.00 but No brighton date has come up as it is advertised.,"@120618 Hi, please request a call here: https://t.co/dcJUFiqj5v to look into this. ^JJ"
@AmazonHelp Order placed 30/10 with stated prime delivery of 31/10. At 7.30pm informed delayed allow further 2 days! Not 1st time prime has failed!!,"@120619 sorry to hear that, delays can happen sometimes for unforeseen reasons, its not what we want you to experience. ^AS"
"Bad service &amp; no reply! Why do Amazon make it so hard to get in touch! Delivery due yesterday as paid for, not in 2 more days! @AmazonHelp https://t.co/dx43TTZIQK",@120619 My apologies Frances. What was the expected delivery date given at the time the order was placed? ^DC
"Bad service &amp; no reply! Why do Amazon make it so hard to get in touch! Delivery due yesterday as paid for, not in 2 more days! @AmazonHelp https://t.co/dx43TTZIQK","@120619 Hi sorry to hear that, were you given a reason for the delay? ^AS"
@AmazonHelp I have the parcel now but my point is that I’m paying a monthly fee for a service that I’m not getting the benefit of,"@120620 Sorry, did you report the delay to us: https://t.co/JzP7hlA23B? Here's a list of all Prime benefits: https://t.co/1F8zzRxUMC!^JJ"
@AmazonHelp I assumed your previous question meant you were going to do something...? https://t.co/Ry03t6eDaK,@120620 I'm afraid we can't access order/account info here. What does the new update indicate? ^DC
@AmazonHelp Valeu pela dica 😉,@120621 Depois nós conta o que achou do livro. 😊 ^DA
"@AmazonHelp Ainda tenho que me decidir, os dois livros parecem ser incríveis.","@120621 Decisão dificil né Tiago? Eu fiz uma pesquisa e o livro ""O Senhor das Moscas"" parece muito interessante 😉. ^AZ"
@AmazonHelp P.s hat funktioniert mit dem Konto aufladen!,"@120682 Super, das freut mich! Gib aber nicht gleich alles auf einmal aus 😉 ^DW"
@AmazonHelp Zu spät. 🙈😂,@120682 Ich beschwer mich da jetzt mal nicht drüber 🤣 ^AN
"@AmazonHelp 😂😂😂 Wie gesagt euch ein schönen restlichen Feiertag, auch wenn ich Supportet (nennt man das so?) 😂","@120682 Danke, dir auch. Wir supporten dann mal fleißig weiter 😄 ^AN"
@AmazonHelp Ich werd es mal versuchen! Danke für die schnelle und gute Hilfe! Noch ein schönen Feiertag! ❤😁,@120682 Danke! Wir wünschen dir natürlich auch noch einen schönen Feiertag 🙂 ^DS
"@AmazonHelp Würde das funktionieren, wenn ich mein Konto auflade? Da gibts ja diese Funktion in der App. Dann müsste ich nicht los und einen holen. 😅","@120682 Dann wird die Zahlungsart nochmal geprüft. Du kannst es gerne versuchen, aber ob es klappt kann ich dir nicht versprechen. ^AN"
"@AmazonHelp Ist aber nur bei dem Produkt, bei anderen funktioniert es. Ne Idee was ich machen kann? 2/2","@120682 Wenn der Bankeinzug abgelehnt wurde, bleibt leider nur die Möglichkeit mit Kreditkarte oder Gutscheinen zu zahlen. ^AN"
@AmazonHelp I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.,"@120684 Sorry to know you received a damaged product, we certainly did not expect this to happen. 1/2 ^PS"
@AmazonHelp I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.,@120684 Kindly connect with us here: https://t.co/TdDksLo6Mf &amp; provide packaging feedback here: https://t.co/TdDksLo6Mf. 2/2 ^PS
@AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.,@120684 Kindly make a request for it here: https://t.co/dgreAZQ5qf within the return window and we'll oblige. 2/2 ^AB
@AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.,@120684 Arranging a refund/replacement on the order would be the best resolution possible in this case. 1/2 ^AB
"@AmazonHelp If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.",@120684 Kindly refer: https://t.co/wM1yebus27 for more information on the return policies. (2/2)^AU
"@AmazonHelp If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.",@120684 The replacement order could be released only when the original product is picked up and is returned to us.(1/2)^AU
"@AmazonHelp Somebody else’s, I don’t have any of their emails or anything, it’s really urgent because it’s a present and I need to know if I’ll have it",@120685 Our customer service will help you on the following link https://t.co/hgIrz98cdI
"@AmazonHelp I ordered from .fr, but I do not have my order number, only my name and address, scenes as it was ordered for me",@120685 I understand. Was it ordered through your own account or on somebody elses? ^DC
"@AmazonHelp hello, could I have some information about an order please","@120685 Hi, what Amazon website did you use to place your order? https://t.co/Ao8rYb8Jzw? Please don't share the order number here. ^JJ"
@AmazonHelp What's the response from amazon team. I'm anxious to see my idea @115850,@120686 Big ideas take time to be implemented. 😉 We have forwarded your suggestion. We don't get any update on it.^HR
"@120688 @AmazonHelp @1386 As discussed over call, I have sent email @AmazonHelp - As explained the vouchers of 1000 has not been issued by them. Request you to help.",@120687 Thanks for the update. We'll check and get back to you at the earliest. ^SC
@AmazonHelp @1386 @1386  Hasnt  mailed any reissued vouchers of 1000. But instead cheated us for their loss. @AmazonHelp  Please help it sort here,@120687 Apologies for the hassle. Could you please confirm if you've shared your details in the link provided via DM. ^HN
@AmazonHelp No reply from your hand yet,@120261 we receive your details. Kindly share the details here: https://t.co/beaaDm0muc and I'll contact you soon. (2/2) ^GK
@AmazonHelp No reply from your hand yet,@120261 I just checked and we haven't received your details yet. We'll not be able to work on your concern unless (1/2) ^GK
@AmazonHelp First thing i have not possible for self return. So pls arrange from your hand,@120261 Please confirm if you have provided your details in the link shared by 'GK' &amp; we'll help you accordingly with your concern.^SF
@AmazonHelp I have no any mail  reply from u please,@120261 We will look into it. 2/2 ^SB
@AmazonHelp I have no any mail  reply from u please,@120261 I have checked and we have not received your details. Request you to share your details via the secure link provided. 1/2 ^SB
@AmazonHelp My return date is near so please fast proccess.,"@120261 We'd like to help you. If the details are shared with us from the link provided, we'll get back soon with an update. ^BS"
@AmazonHelp You give me only one answer but please help for pick up,"@120261 Dharmesh, please know that we won't be abel to access your account details from Twitter. Hence, kindly share the details. ^MS"
@AmazonHelp #403-8592504-0317160. you can check my order no.,"@120261 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.(2/2)^GD"
@AmazonHelp #403-8592504-0317160. you can check my order no.,@120261 Apologies for the delay Dharmesh. Kindly reply to the correspondence sent by our team for further assistance. (1/2) ^GD
@120612 @AmazonHelp Right some time they people make fool. Before perchasing they people not mention anywhere for self return so why we do it otherwise we...,"@120261 As mentioned earlier, reply to our email correspondence with your concerns. We'll check and respond accordingly. ^SC"
"@115821 
Why does not Amazon support the Arabic language knowing that many customers have 85% of the Arabs?
@AmazonHelp","@120694 Hi, I'll be sure to pass your feedback on, thanks. ^AS"
@AmazonHelp Called them a 1000 times..also wrote a mail to mr.Amit..still no reply.. I'm fed up now and want the refund as soon as possible..pls revert,@120695 I'm sorry to know about this. Click here: https://t.co/GIJyeYqKE0 and do the needful so we can find a fix. ^MP
@AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints,"@120700 it here: https://t.co/8DAc10S7ww. Reply to the email from us &amp; request for call, so we could connect with you via phone. 2/2 ^RS"
@AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints,@120700 Apologies for the hassle. I see that our team sent you a correspondence to your registered email ID. Kindly check 1/2 ^RS
@AmazonHelp I've contacted my bank as you asked to do so in email but my bank said Amazon need to raise complain,@120700 Sorry that the issue is still pending. May I know if you've contacted your bank &amp; filed a charge dispute? ^EM
@AmazonHelp Yes I've already contacted my bank and they are saying.. no such transaction we can see from Amazon,"@120700 In that case, I request you to file a charge dispute, the bank will help you further. Appreciate your cooperation. ^BS"
@AmazonHelp Today when I was checking my ordereds I've come to know that refund not initiated for this product. When I called to customer care they said there is problem with product. I dont understand what's happening.,@120700 We've responded to you via DM. Please check. ^SG
@AmazonHelp Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months . https://t.co/7b9FuW1gyI,"@120700 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.
 ^CB"
@AmazonHelp I still haven't received any call from your end. Kindly resolve my query,@120700 Have you submitted your details through the link shared previously? ^HK
@AmazonHelp 9762642673 call on this number n tell him to deliver,@120701 communication here: https://t.co/tDZub8qgAx. Appreciate your patience. ^RW 2/2
@AmazonHelp 9762642673 call on this number n tell him to deliver,"@120701 Request you to wait till 8:00 pm for an update on delivery. Also, as you have filled the form, you will receive an email 1/2 ^RW"
@AmazonHelp Good morning Amazon idiots... third day in a row... today's delivery guys number 70385 67720....can u idiots call him and ask him to deliver... Bunch of incompetetive morons...get this sorted out today...n don't use empathy n sympathy,"@120701 I get your concern, please check for an email from our team here: https://t.co/NTkrxpsbHJ. ^PS"
@AmazonHelp Are you guys nuts? How can u ask me to wait... bloddy idiots from past three days I am waiting...what r u guys? Stupid assholes? U don't have integrity,@120701 correspondence &amp; reply?  I haven't seen any details with your name or Twitter handle till now. 3/3 ^MJ
@AmazonHelp Are you guys nuts? How can u ask me to wait... bloddy idiots from past three days I am waiting...what r u guys? Stupid assholes? U don't have integrity,"@120701 registered email account post submitting the form here: https://t.co/GIJyeYqKE0, can you check for the following 2/3 ^MJ"
@AmazonHelp Are you guys nuts? How can u ask me to wait... bloddy idiots from past three days I am waiting...what r u guys? Stupid assholes? U don't have integrity,"@120701 I'm sorry for the disappointment with your order delivery, you should be receiving a correspondence from us to your 1/3 ^MJ"
@AmazonHelp I have already given the order details you moron...what are u not able to find out...go figure out yourself...stupid ass,"@120701 Quite a wide range of vocabulary you got there. If you have filled in the details earlier, I believe we must have already 1/2 ^AB"
@AmazonHelp I have already given the order details you moron...what are u not able to find out...go figure out yourself...stupid ass,@120701 reached out via email. Kindly check for the last correspondence from us here: https://t.co/NTkrxpsbHJ and respond to it. 2/2 ^AB
@AmazonHelp Really AB? Why don't you shove it up somewhere appropriately and get your smartest ass people to resolve the query instead of appreciating my vocab...I would love to meet u in person and would like to thank u..let me know when u r interested,"@120701 earlier by ^PJ, ^SI or ^MJ. Kindly drop in your details using the link provided so that we can help you with a resolution 3/3 ^AB"
@AmazonHelp Really AB? Why don't you shove it up somewhere appropriately and get your smartest ass people to resolve the query instead of appreciating my vocab...I would love to meet u in person and would like to thank u..let me know when u r interested,"@120701 FYI, I just checked again, and contrary to your confirmation, we haven't received any details as requested 2/3 ^AB"
@AmazonHelp Really AB? Why don't you shove it up somewhere appropriately and get your smartest ass people to resolve the query instead of appreciating my vocab...I would love to meet u in person and would like to thank u..let me know when u r interested,@120701 Your thanks has been heartily accepted here. I understand you're upset but that doesn't warrant name-calling. 1/3 ^AB
"@AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language","@120701 any further insight in this case. Also, please don't provide your order details as our Twitter page is visible to public. 3/3 ^AB"
"@AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language",@120701 don't have access to your account details over Twitter. Unless the form is filled we wouldn't be able to offer 2/3 ^AB
"@AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language","@120701 Posting the details here on Twitter won't help, Harshal. You need to drop them using the link sent by ^MJ as we 1/3 ^AB"
@AmazonHelp Chutiya Hai Kya tu...from yesterday u guys are delivering? Madarchod,@120701 I understand you are yet to receive your order. Please wait for our team to reach out to you soon. ^VM
@AmazonHelp Hellos idiots... 9762642673 I got this number today for the delivery guy...from past 2hours he's saying he's coming in 2min...what the fuck is wrong with u shameless people...don't write words of empathy,"@120701 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you right away. ^SI"
"@AmazonHelp Ohhh so this how u treat a prime customer...unless u provide me resolution don't reply on this and also I am tagging big people from Amazon to look into it...stop send me tweets with empathy...I don't need it...m the customer, I'll go somewhere else","@120701 As the details are shared from the link mentioned earlier, we'd get back to you soon with an update. ^BS"
@AmazonHelp Ohhh come on...don't be a freak...who has kept u on the job? You are not committing a time when u would take an action? Also confirm whether you will be calling me up by today end of the day? Only if u have questions to these answers you reply...,"@120701 I understand waiting could be tiresome but rest assured, the concerned team is working on a resolution for you. ^BV"
@AmazonHelp Be a man of your words and come up with a solution by today. And also I am expecting call from ur management? Is it possible..just disclose it in public forum and I'll take this with consumer court,@120701 We will definitely get back to you. Request you to wait till then. Your patience here will be highly appreciated. ^SK
"@AmazonHelp Just did it...I want a commitment of my product or money rite now..be a man and do the rite thing by today, either deliver or refund rite now..else I am going to consumer court with ur replies",@120701 I assure you that our team will get back with an update. Request you to wait till then. 2/2 ^SK
"@AmazonHelp Just did it...I want a commitment of my product or money rite now..be a man and do the rite thing by today, either deliver or refund rite now..else I am going to consumer court with ur replies",@120701 Thank you for the confirmation. We understand the importance of this issue to you. 1/2 ^SK
@AmazonHelp Feedback? Are you kidding me? Where is my money and the package...bloddy idiots I am the prime customer and I want the shipment to be delivered rite now...I don't care about ur internal review...get me ur escalation point of contact to call me,@120701 We understand your concern. We’d like to help you; please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon.^PJ
@AmazonHelp Sure..so if compensation is not available...can I name and shame you guys...because u guys are pathetic..can u quickly tell me ur name and employee ID and also ur escalation point of contact..because I am not sitting quiet,@120701 on this as feedback with the team internally for a review. 2/2 ^OS
@AmazonHelp Sure..so if compensation is not available...can I name and shame you guys...because u guys are pathetic..can u quickly tell me ur name and employee ID and also ur escalation point of contact..because I am not sitting quiet,"@120701 I'm sorry but I wouldn't' be able to disclose those details. However, I'll be sure to share your comments 1/2 ^OS"
@AmazonHelp Trust me it useless to narrate my experience in the app feedback...I want a resolution... And commitment that this won't be repeated and a compensation,@120701 -are not available in amazon. (2/2)^GU
@AmazonHelp Trust me it useless to narrate my experience in the app feedback...I want a resolution... And commitment that this won't be repeated and a compensation,@120701 I'm sorry for the trouble. We will definitely make sure such an instance does not get repeated. Compensation policies (1/2)^GU
@AmazonHelp I attached the snapshot of that,@120691 I just checked and we've received your details. Please allow us some time and we'll reach out to you. ^KA
"@AmazonHelp OKAY, now I get ""connection timed out"", does GFW play a part here? (I'm in China). Even though, why ""wrong password""?","@120765 Hi. If you get in touch: https://t.co/hApLpMlfHN, we'll be happy to look into this with you. ^DC"
@AmazonHelp But everything I used was 100% legit and spent 4 hours yesterday with the bank and amazon making sure there was no problems,"@120768 Did you receive an email? What did it advise? If not, please contact us here: https://t.co/zYVX1Qi29G ^PK"
@AmazonHelp But everything I used was 100% legit and spent 4 hours yesterday with the bank and amazon making sure there was no problems,@120768 Were you emailed to confirm why your account was on hold? ^AS
"@AmazonHelp Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...",@120765 Can you try to change your password? ^AS
"@AmazonHelp Thank you for doing the right thing and solving the problem, though i believe we could have done it on Day1 of issue, but thank you eith way",@120769 Thanks for keeping us posted. I'll be sure to forward your comments to our team internally. ^GK
"@AmazonHelp I was supposed to receive a call back,  is this how you want to be a world class company, pls sort my issue out 9051282828","@120769 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​  ^RW"
"@AmazonHelp I was supposed to receive a call back,  is this how you want to be a world class company, pls sort my issue out 9051282828",@120769 We will reply you over DM. ^RW
@AmazonHelp the above link only signs me into my account. Have already spoken with over 15 of ur cust care staff. No use. Give me ph no of senior staff.,@120770 I'm sorry for the hassle. Please fill your details here: https://t.co/GIJyeYqKE0 We'll look into it. ^SB
@AmazonHelp Link Not working,@120771 We request you to open the link from desktop or laptop and follow the instructions to download the invoice. ^SB
@AmazonHelp It was a request about getting some resources for schools given the discontinuation of love film by post - and what will happen to old dvds,"@120772 Hi Tim, what information did we provide when you contacted us? - Tara S"
"@AmazonHelp Replied asking me if I wanted to join love film, that I could keep dvds I have, that film clubs runs for schools(run it)&amp;that it’s stopping","@120772 Hi Tim, please fill out this secure form from a non-mobile device with as much info as possible: https://t.co/tkLCr7DNil ^TS"
@AmazonHelp Still getting a string of irrelevant replies from people who can’t read an email. Your service is dreadful,@120772 Can you tell me (without personal info) what your request was? ^AS
@AmazonHelp To see if they can support our school,@120772 What was advised when you spoke with us directly? ^NV
"@AmazonHelp Tried that the first time, customer service operators can’t seem to read an email",@120772 My apologies Tim. What happened when you tried contacting by phone/chat? ^DC
"@AmazonHelp can I pls have a direct email address for someone with a brain for your love film by post service,online help proving impossible",@120772 Hi Tim- For all queries you can reach us directly via the below link:  https://t.co/JzP7hlA23B Thanks. ^NV
"@AmazonHelp 1. Does it work without being plugged in to power? 
2. If yes, what is battery life? 
3. Can it be used for receiving and making calls?",@120773 It can connect to all the smart electronics at your place. 3/3 ^RW
"@AmazonHelp 1. Does it work without being plugged in to power? 
2. If yes, what is battery life? 
3. Can it be used for receiving and making calls?","@120773 to connect via voice through the Alexa app. Yes, you can connect it as a Bluetooth speaker. 2/3 ^RW"
"@AmazonHelp 1. Does it work without being plugged in to power? 
2. If yes, what is battery life? 
3. Can it be used for receiving and making calls?","@120773 It doesn't have a built in battery, so plugging in to an electric socket is a must. You can use the ""Drop in"" feature 1/3 ^RW"
Anyone here who has used Amazon Echo or Echo plus? How is the experience? Have a couple of questions that their @AmazonHelp rep doesn't know,@120773 Sorry about that. Kindly elaborate the issue and we'll be happy to help. ^AK
#AmazonPayAppQuiz who's the winner @115850 @AmazonHelp,@120775 I believe the winners will be announced by 7th November. Kindly wait until then. ^AB
"@AmazonHelp なるほど。確認したところ、予約した商品の在庫が無かったから、なかなかメールが来なかったんですね…。
ご丁寧にありがとうございました。",@120776 恐れ入ります。Amazonから発送される商品のご注文の場合は、お届け予定日を目安にお待ちいただければと存じます。どうぞよろしくお願いいたします。　SM
@AmazonHelp No resolution provided.. Thats again a regret msg nothing more.. I need my products,@120777 I'm sorry but we'll not be able to offer further insight on this. ^HK
"@AmazonHelp I hope u r done with all sorries apologies understanding n other such words to keep customer waiting?

Now pls deliver my order.",@120777 We've sent you an email on this. Please refer the same. The resolution provided is the best we could offer in this case. ^HK
@AmazonHelp U need to ur mails first.. Are they of any use???,@120777 our team and we'll get back. (2/2) ^KA
@AmazonHelp U need to ur mails first.. Are they of any use???,@120777 Sorry for the disappointment. We can't gain access to your account via Twitter. Please reply to the email from (1/2) ^KA
@AmazonHelp Have you gone deeper into the issue or it's just an automated instant reply over Twitter?? @115851,@120777 Kindly reply to the email received from us and we shall get back to you on this. ^SH
"@AmazonHelp what should i do now ?
just forget it ???","@120777 I understand the unpleasantness here, Himanshu. We'll respond to you via mail soon. ^JC"
"@AmazonHelp details updated on link provided. fed up with your delivery system. india resides in Bharat, and your service at bharat is too bad",@120777 We regret the inconvenience. We have received your details. We'll work on it and get back to you.  ^SB
"@115850 @115821 @AmazonHelp
fed up pls look Order#4__credit_card__.
I want my products dont need apologies. more than 5 apologise withme",@120777 Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. ^JC
"@115850 @115821 @AmazonHelp
fed up pls look Order#4__credit_card__.
I want my products dont need apologies. more than 5 apologise withme","@120777 Sorry for the trouble, Himanshu. Please fill in your details here: https://t.co/GIJyeYqKE0 and we'll get on it right away. ^JC"
@115851 @AmazonHelp @115850 @115821 fire the india sales team. For last 6 days they schedule and cancel the pickup. 404-7148114-1043526,"@120778 assistance. Please don't provide your order details, we consider it to be personal information. 2/2 ^SY"
@115851 @AmazonHelp @115850 @115821 fire the india sales team. For last 6 days they schedule and cancel the pickup. 404-7148114-1043526,@120778 We have sent you a correspondence here: https://t.co/DTSNmGldJf Kindly check &amp; write back to it for further 1/2 ^SY
@AmazonHelp yes did that but no outcome till now. waste of time,@120779 I'm sorry about the trouble. Kindly share your details here: https://t.co/cQVomR1pWz and we'll check with it. ^KH
@AmazonHelp shared and still zero outcome,@120779 We haven't received your details. Kindly share them on the link above and we'll get back to you at the earliest. ^PS
@AmazonHelp 2 days and zero outcome,"@120779 Just to confirm, have you reported this to our support team as requested earlier? If not kindly let them know about it. ^AB"
@AmazonHelp i tried almost every single pin code available in the country and none of them worked. please share 1 pin code which is working?,@120779 That's odd! Please flag your concern here: https://t.co/vlvfJr4nN9 &amp; we'll help you further on this. ^BS
@1404 @AmazonHelp  product is not deliverable to any single pincode in India. making customers fool by listing product at low price https://t.co/3hxhLgCaWd,@120779 Kindly try placing the order with an alternative pincode. I'll be sure to pass on your feedback internally. (2/2)^AU
@1404 @AmazonHelp  product is not deliverable to any single pincode in India. making customers fool by listing product at low price https://t.co/3hxhLgCaWd,@120779 Certain products can't be shipped to some selected pincodes because of the unavailability of courier facility there. (1/2)^AU
@AmazonHelp @AmazonHelp @115850 @1402 @120781 what is the update Amazon team??,@120780 We've sent you an email correspondence to your registered account. Please refer and revert on the same. ^HK
@AmazonHelp kindly expedite your process it's already been 2 days since I filed this forgery and it's still not resolved.,@120780 We value your time. We shall get things right for you at the earliest. ^CB
@1402 @AmazonHelp can you guys stop the harassment and send me the product I ordered?,@120780 We're following up with your query here: https://t.co/b6M8qTWFD8. Please refer. ^GS
@AmazonHelp Grata. Procuro parceria para divulgar pq meus leitores não tem costume de ler ebook. Se tem como anunciar os livros ou divulgar via Amazon,"@120782 Anna Lou, você pode também entrar em contato com o departamento de R. P utilizando este link: https://t.co/4x5oTTr6Zb. ^VM"
@AmazonHelp I did not see any email. I only had to call again. Now I see it is rescheduled for pickup tomorrow 2nd Nov.,@120778 please respond to the email so that we can assist you accordingly. (2/2)^SU
@AmazonHelp I did not see any email. I only had to call again. Now I see it is rescheduled for pickup tomorrow 2nd Nov.,@120778 Request you to check the spam and junk folders in your mail box for the emails from social media team and (1/2)^SU
"@115851 @AmazonHelp @115850 @115821  Jeff,India help team is useless. Just provides link https://t.co/ZiE6eGp1Im but fails to act.",@120778 We are following up with you over email. Please reply to it for further insight on it. ^RW
@AmazonHelp Oh no!!! Thanks anyway. Wish me luck trying to get tickets on Friday...,"@120834 Hi Helen, hope you saw the update that Brighton is included! Good news 😁 ^TS"
@AmazonHelp Hoooorrrayyy! Not showing up on website yet as an option though?,"@120834 Hi Helen, please check back as it should go live soon. ^TS"
@AmazonHelp It says that if I only select one ticket! What's going on?,"@120834 Hi, please get in touch with us here: https://t.co/oGDklGgbCZ &amp; we'll check this for you. ^TS"
@AmazonHelp Well trying to buy 2 tickets but says I've exceeded amount of tickets?? Not what the t and cs say,@120834 Please reach out here so we can check this for you https://t.co/g7uvTs0guI  ^KM
@AmazonHelp ... Are you guys able to reply to this please?,"@120838 Hi, we can look into this, click here: https://t.co/JzP7hlA23B ^AS"
@AmazonHelp I submitted all the details. Thank you for reply. Expecting a quick response over my refund. Hope @115850 deliver Customer satisfaction.,@120839 You're welcome. We're working on the issue and shall get back to you soon. ^SH
@AmazonHelp Not that I can see https://t.co/c3atGuyoON,@120848 Thank you for the information. We'd like to look into this. Please contact us via phone/chat: https://t.co/JzP7hlA23B. ^AL
"@AmazonHelp Le SAV m'a dit hier qu'ils allaient accélérer l'expédition, mais c'est toujours pas expédié... c'est vraiment n'importe quoi Amazon","@120849 Je suis désolé, est-ce que la date de livraison est dépassée ?
^YL"
"@AmazonHelp J'ai voulu annuler ma commande, mais Amazon dit que c'est soit disant trop tard... Vraiment barbant chez Amazon ! Que des problèmes!",@120849 Ou bien le retourner contre remboursement si l'article est expédié par Amazon. 2/2 ^FA
"@AmazonHelp J'ai voulu annuler ma commande, mais Amazon dit que c'est soit disant trop tard... Vraiment barbant chez Amazon ! Que des problèmes!","@120849 Désolé pour cela. Si l'annulation n'est plus possible, vous aurez la possibilité de refuser le colis lors de la livraison 1/2"
@AmazonHelp Où dois puis-je trouver votre SAV? c'est introuvable sur votre site...,"@120849 Vous pouvez joindre notre SAV via le lien suivant:  https://t.co/hgIrz98cdI 
^SA"
"@AmazonHelp Hier c'était écrit ""envoi aujourd'hui"" dans le suivi, et ça n'a pas été expédié hier... #troll",@120849 L'avez-vous signalé à notre SAV s'il vous plaît? ^SA
@AmazonHelp Pourtant c'était écrit Prime en dessous de l'article quand il était dans mon panier...,@120849 Prime vous offre des avantages sur les frais de livraisons mais ne garantie pas une livraison en un jour ouvré.
@AmazonHelp Pourtant c'était écrit Prime en dessous de l'article quand il était dans mon panier...,"@120849 Je vous comprends, mais c'est le délai nécessaire et le plus rapide possible pour vous faire parvenir votre colis."
Je ne vois vraiment pas l'intérêt d'avoir prime... (article en stock et expédié par Amazon) @AmazonHelp https://t.co/4pnOr895TR,"@120849 Bonjour, la livraison ""Prioritaire"" est la plus rapide possible quand ""en 1j our ouvré"" n'est pas disponible pour un article"
@115850 @AmazonHelp @115851 #my Prime membership expired &amp; I got a notification AFTER that. Now I've had to renew at higher cost. (1),@120852 That's definitely something we must look into. Apologies for this. I'd share this feedback internally with the right team. ^JC
"@AmazonHelp worst service experience in last 3 months, delivery boy is so unprofessional &amp; absurd in talking as if he is doing favour for me","@120853 We're sorry about your delivery experience, Someshwar. Please report this here: https://t.co/vlvfJr4nN9. We'll investigate. ^HK"
